date,amount,account_id,previous_amount_1,previous_amount_2,previous_amount_3,previous_amount_4,previous_amount_5,previous_amount_6,previous_amount_7,previous_amount_8,previous_amount_9,previous_amount_10,previous_amount_11,previous_amount_12
2019-07-22,350.53,25,202.23000000000005,491.9200000000001,118.25,106.7,0.0,120.44,177.73000000000002,333.99,588.8499999999999,256.40999999999997,227.37999999999997,650.2200000000001
2019-07-29,452.66999999999996,25,350.53,202.23000000000005,491.9200000000001,118.25,106.7,0.0,120.44,177.73000000000002,333.99,588.8499999999999,256.40999999999997,227.37999999999997
2019-08-05,151.20999999999998,25,452.66999999999996,350.53,202.23000000000005,491.9200000000001,118.25,106.7,0.0,120.44,177.73000000000002,333.99,588.8499999999999,256.40999999999997
2019-08-12,600.34,25,151.20999999999998,452.66999999999996,350.53,202.23000000000005,491.9200000000001,118.25,106.7,0.0,120.44,177.73000000000002,333.99,588.8499999999999
2019-08-19,335.39000000000004,25,600.34,151.20999999999998,452.66999999999996,350.53,202.23000000000005,491.9200000000001,118.25,106.7,0.0,120.44,177.73000000000002,333.99
2019-08-26,921.8200000000002,25,335.39000000000004,600.34,151.20999999999998,452.66999999999996,350.53,202.23000000000005,491.9200000000001,118.25,106.7,0.0,120.44,177.73000000000002
2019-09-02,101.83999999999999,25,921.8200000000002,335.39000000000004,600.34,151.20999999999998,452.66999999999996,350.53,202.23000000000005,491.9200000000001,118.25,106.7,0.0,120.44
2019-09-09,99.01,25,101.83999999999999,921.8200000000002,335.39000000000004,600.34,151.20999999999998,452.66999999999996,350.53,202.23000000000005,491.9200000000001,118.25,106.7,0.0
2019-09-16,84.23,25,99.01,101.83999999999999,921.8200000000002,335.39000000000004,600.34,151.20999999999998,452.66999999999996,350.53,202.23000000000005,491.9200000000001,118.25,106.7
2019-09-23,87.57,25,84.23,99.01,101.83999999999999,921.8200000000002,335.39000000000004,600.34,151.20999999999998,452.66999999999996,350.53,202.23000000000005,491.9200000000001,118.25
2019-09-30,357.39,25,87.57,84.23,99.01,101.83999999999999,921.8200000000002,335.39000000000004,600.34,151.20999999999998,452.66999999999996,350.53,202.23000000000005,491.9200000000001
2019-10-07,38.8,25,357.39,87.57,84.23,99.01,101.83999999999999,921.8200000000002,335.39000000000004,600.34,151.20999999999998,452.66999999999996,350.53,202.23000000000005
2019-10-14,173.67,25,38.8,357.39,87.57,84.23,99.01,101.83999999999999,921.8200000000002,335.39000000000004,600.34,151.20999999999998,452.66999999999996,350.53
2019-10-21,500.97999999999996,25,173.67,38.8,357.39,87.57,84.23,99.01,101.83999999999999,921.8200000000002,335.39000000000004,600.34,151.20999999999998,452.66999999999996
2019-10-28,292.63,25,500.97999999999996,173.67,38.8,357.39,87.57,84.23,99.01,101.83999999999999,921.8200000000002,335.39000000000004,600.34,151.20999999999998
2019-11-04,163.78000000000003,25,292.63,500.97999999999996,173.67,38.8,357.39,87.57,84.23,99.01,101.83999999999999,921.8200000000002,335.39000000000004,600.34
2019-11-11,87.7,25,163.78000000000003,292.63,500.97999999999996,173.67,38.8,357.39,87.57,84.23,99.01,101.83999999999999,921.8200000000002,335.39000000000004
2019-11-18,340.58,25,87.7,163.78000000000003,292.63,500.97999999999996,173.67,38.8,357.39,87.57,84.23,99.01,101.83999999999999,921.8200000000002
2019-11-25,512.21,25,340.58,87.7,163.78000000000003,292.63,500.97999999999996,173.67,38.8,357.39,87.57,84.23,99.01,101.83999999999999
2019-12-02,457.58000000000004,25,512.21,340.58,87.7,163.78000000000003,292.63,500.97999999999996,173.67,38.8,357.39,87.57,84.23,99.01
2019-12-09,346.59000000000003,25,457.58000000000004,512.21,340.58,87.7,163.78000000000003,292.63,500.97999999999996,173.67,38.8,357.39,87.57,84.23
2019-12-16,124.0,25,346.59000000000003,457.58000000000004,512.21,340.58,87.7,163.78000000000003,292.63,500.97999999999996,173.67,38.8,357.39,87.57
2019-12-23,466.3999999999999,25,124.0,346.59000000000003,457.58000000000004,512.21,340.58,87.7,163.78000000000003,292.63,500.97999999999996,173.67,38.8,357.39
2019-12-30,293.65,25,466.3999999999999,124.0,346.59000000000003,457.58000000000004,512.21,340.58,87.7,163.78000000000003,292.63,500.97999999999996,173.67,38.8
2020-01-06,638.8899999999999,25,293.65,466.3999999999999,124.0,346.59000000000003,457.58000000000004,512.21,340.58,87.7,163.78000000000003,292.63,500.97999999999996,173.67
2020-01-13,322.7,25,638.8899999999999,293.65,466.3999999999999,124.0,346.59000000000003,457.58000000000004,512.21,340.58,87.7,163.78000000000003,292.63,500.97999999999996
2020-01-20,324.44999999999993,25,322.7,638.8899999999999,293.65,466.3999999999999,124.0,346.59000000000003,457.58000000000004,512.21,340.58,87.7,163.78000000000003,292.63
2020-01-27,237.89,25,324.44999999999993,322.7,638.8899999999999,293.65,466.3999999999999,124.0,346.59000000000003,457.58000000000004,512.21,340.58,87.7,163.78000000000003
2018-05-07,2007.4400000000003,28,2889.8799999999997,184.0,122.6,1305.18,0.0,0.0,10.8,73.01,0.0,0.0,10.8,0.0
2018-05-14,964.3999999999999,28,2007.4400000000003,2889.8799999999997,184.0,122.6,1305.18,0.0,0.0,10.8,73.01,0.0,0.0,10.8
2018-05-21,549.02,28,964.3999999999999,2007.4400000000003,2889.8799999999997,184.0,122.6,1305.18,0.0,0.0,10.8,73.01,0.0,0.0
2018-05-28,893.0500000000001,28,549.02,964.3999999999999,2007.4400000000003,2889.8799999999997,184.0,122.6,1305.18,0.0,0.0,10.8,73.01,0.0
2018-06-04,499.35999999999996,28,893.0500000000001,549.02,964.3999999999999,2007.4400000000003,2889.8799999999997,184.0,122.6,1305.18,0.0,0.0,10.8,73.01
2018-06-11,3101.2299999999996,28,499.35999999999996,893.0500000000001,549.02,964.3999999999999,2007.4400000000003,2889.8799999999997,184.0,122.6,1305.18,0.0,0.0,10.8
2018-06-18,978.96,28,3101.2299999999996,499.35999999999996,893.0500000000001,549.02,964.3999999999999,2007.4400000000003,2889.8799999999997,184.0,122.6,1305.18,0.0,0.0
2018-06-25,807.64,28,978.96,3101.2299999999996,499.35999999999996,893.0500000000001,549.02,964.3999999999999,2007.4400000000003,2889.8799999999997,184.0,122.6,1305.18,0.0
2018-07-02,300.63,28,807.64,978.96,3101.2299999999996,499.35999999999996,893.0500000000001,549.02,964.3999999999999,2007.4400000000003,2889.8799999999997,184.0,122.6,1305.18
2018-07-09,4190.48,28,300.63,807.64,978.96,3101.2299999999996,499.35999999999996,893.0500000000001,549.02,964.3999999999999,2007.4400000000003,2889.8799999999997,184.0,122.6
2018-07-16,754.9599999999999,28,4190.48,300.63,807.64,978.96,3101.2299999999996,499.35999999999996,893.0500000000001,549.02,964.3999999999999,2007.4400000000003,2889.8799999999997,184.0
2018-07-23,559.8099999999998,28,754.9599999999999,4190.48,300.63,807.64,978.96,3101.2299999999996,499.35999999999996,893.0500000000001,549.02,964.3999999999999,2007.4400000000003,2889.8799999999997
2018-07-30,720.54,28,559.8099999999998,754.9599999999999,4190.48,300.63,807.64,978.96,3101.2299999999996,499.35999999999996,893.0500000000001,549.02,964.3999999999999,2007.4400000000003
2018-08-06,366.79,28,720.54,559.8099999999998,754.9599999999999,4190.48,300.63,807.64,978.96,3101.2299999999996,499.35999999999996,893.0500000000001,549.02,964.3999999999999
2018-08-13,1294.5400000000002,28,366.79,720.54,559.8099999999998,754.9599999999999,4190.48,300.63,807.64,978.96,3101.2299999999996,499.35999999999996,893.0500000000001,549.02
2018-08-20,428.97,28,1294.5400000000002,366.79,720.54,559.8099999999998,754.9599999999999,4190.48,300.63,807.64,978.96,3101.2299999999996,499.35999999999996,893.0500000000001
2018-08-27,128.99,28,428.97,1294.5400000000002,366.79,720.54,559.8099999999998,754.9599999999999,4190.48,300.63,807.64,978.96,3101.2299999999996,499.35999999999996
2018-09-03,620.8100000000001,28,128.99,428.97,1294.5400000000002,366.79,720.54,559.8099999999998,754.9599999999999,4190.48,300.63,807.64,978.96,3101.2299999999996
2018-09-10,4895.540000000001,28,620.8100000000001,128.99,428.97,1294.5400000000002,366.79,720.54,559.8099999999998,754.9599999999999,4190.48,300.63,807.64,978.96
2018-09-17,6508.86,28,4895.540000000001,620.8100000000001,128.99,428.97,1294.5400000000002,366.79,720.54,559.8099999999998,754.9599999999999,4190.48,300.63,807.64
2018-09-24,118.05000000000001,28,6508.86,4895.540000000001,620.8100000000001,128.99,428.97,1294.5400000000002,366.79,720.54,559.8099999999998,754.9599999999999,4190.48,300.63
2018-10-01,2109.49,28,118.05000000000001,6508.86,4895.540000000001,620.8100000000001,128.99,428.97,1294.5400000000002,366.79,720.54,559.8099999999998,754.9599999999999,4190.48
2018-10-08,196.02,28,2109.49,118.05000000000001,6508.86,4895.540000000001,620.8100000000001,128.99,428.97,1294.5400000000002,366.79,720.54,559.8099999999998,754.9599999999999
2018-10-15,2122.55,28,196.02,2109.49,118.05000000000001,6508.86,4895.540000000001,620.8100000000001,128.99,428.97,1294.5400000000002,366.79,720.54,559.8099999999998
2018-10-22,2173.37,28,2122.55,196.02,2109.49,118.05000000000001,6508.86,4895.540000000001,620.8100000000001,128.99,428.97,1294.5400000000002,366.79,720.54
2018-10-29,740.0,28,2173.37,2122.55,196.02,2109.49,118.05000000000001,6508.86,4895.540000000001,620.8100000000001,128.99,428.97,1294.5400000000002,366.79
2018-11-05,58.31,28,740.0,2173.37,2122.55,196.02,2109.49,118.05000000000001,6508.86,4895.540000000001,620.8100000000001,128.99,428.97,1294.5400000000002
2018-11-12,1524.9900000000002,28,58.31,740.0,2173.37,2122.55,196.02,2109.49,118.05000000000001,6508.86,4895.540000000001,620.8100000000001,128.99,428.97
2018-11-19,796.08,28,1524.9900000000002,58.31,740.0,2173.37,2122.55,196.02,2109.49,118.05000000000001,6508.86,4895.540000000001,620.8100000000001,128.99
2018-11-26,1399.46,28,796.08,1524.9900000000002,58.31,740.0,2173.37,2122.55,196.02,2109.49,118.05000000000001,6508.86,4895.540000000001,620.8100000000001
2018-12-03,919.1,28,1399.46,796.08,1524.9900000000002,58.31,740.0,2173.37,2122.55,196.02,2109.49,118.05000000000001,6508.86,4895.540000000001
2018-12-10,1281.4,28,919.1,1399.46,796.08,1524.9900000000002,58.31,740.0,2173.37,2122.55,196.02,2109.49,118.05000000000001,6508.86
2018-12-17,1196.0100000000002,28,1281.4,919.1,1399.46,796.08,1524.9900000000002,58.31,740.0,2173.37,2122.55,196.02,2109.49,118.05000000000001
2018-12-24,3383.28,28,1196.0100000000002,1281.4,919.1,1399.46,796.08,1524.9900000000002,58.31,740.0,2173.37,2122.55,196.02,2109.49
2018-12-31,409.73,28,3383.28,1196.0100000000002,1281.4,919.1,1399.46,796.08,1524.9900000000002,58.31,740.0,2173.37,2122.55,196.02
2019-01-07,1962.02,28,409.73,3383.28,1196.0100000000002,1281.4,919.1,1399.46,796.08,1524.9900000000002,58.31,740.0,2173.37,2122.55
2019-01-14,1948.0300000000002,28,1962.02,409.73,3383.28,1196.0100000000002,1281.4,919.1,1399.46,796.08,1524.9900000000002,58.31,740.0,2173.37
2019-01-21,398.15,28,1948.0300000000002,1962.02,409.73,3383.28,1196.0100000000002,1281.4,919.1,1399.46,796.08,1524.9900000000002,58.31,740.0
2019-01-28,224.13000000000002,28,398.15,1948.0300000000002,1962.02,409.73,3383.28,1196.0100000000002,1281.4,919.1,1399.46,796.08,1524.9900000000002,58.31
2019-02-04,1193.7099999999998,28,224.13000000000002,398.15,1948.0300000000002,1962.02,409.73,3383.28,1196.0100000000002,1281.4,919.1,1399.46,796.08,1524.9900000000002
2019-02-11,3086.9000000000005,28,1193.7099999999998,224.13000000000002,398.15,1948.0300000000002,1962.02,409.73,3383.28,1196.0100000000002,1281.4,919.1,1399.46,796.08
2019-02-18,55.489999999999995,28,3086.9000000000005,1193.7099999999998,224.13000000000002,398.15,1948.0300000000002,1962.02,409.73,3383.28,1196.0100000000002,1281.4,919.1,1399.46
2019-02-25,194.07999999999998,28,55.489999999999995,3086.9000000000005,1193.7099999999998,224.13000000000002,398.15,1948.0300000000002,1962.02,409.73,3383.28,1196.0100000000002,1281.4,919.1
2019-03-04,4077.18,28,194.07999999999998,55.489999999999995,3086.9000000000005,1193.7099999999998,224.13000000000002,398.15,1948.0300000000002,1962.02,409.73,3383.28,1196.0100000000002,1281.4
2019-03-11,3457.54,28,4077.18,194.07999999999998,55.489999999999995,3086.9000000000005,1193.7099999999998,224.13000000000002,398.15,1948.0300000000002,1962.02,409.73,3383.28,1196.0100000000002
2019-03-18,92.69,28,3457.54,4077.18,194.07999999999998,55.489999999999995,3086.9000000000005,1193.7099999999998,224.13000000000002,398.15,1948.0300000000002,1962.02,409.73,3383.28
2019-03-25,407.8999999999999,28,92.69,3457.54,4077.18,194.07999999999998,55.489999999999995,3086.9000000000005,1193.7099999999998,224.13000000000002,398.15,1948.0300000000002,1962.02,409.73
2019-04-01,1509.14,28,407.8999999999999,92.69,3457.54,4077.18,194.07999999999998,55.489999999999995,3086.9000000000005,1193.7099999999998,224.13000000000002,398.15,1948.0300000000002,1962.02
2019-04-08,521.5,28,1509.14,407.8999999999999,92.69,3457.54,4077.18,194.07999999999998,55.489999999999995,3086.9000000000005,1193.7099999999998,224.13000000000002,398.15,1948.0300000000002
2019-04-15,807.2699999999999,28,521.5,1509.14,407.8999999999999,92.69,3457.54,4077.18,194.07999999999998,55.489999999999995,3086.9000000000005,1193.7099999999998,224.13000000000002,398.15
2019-04-22,1573.6399999999999,28,807.2699999999999,521.5,1509.14,407.8999999999999,92.69,3457.54,4077.18,194.07999999999998,55.489999999999995,3086.9000000000005,1193.7099999999998,224.13000000000002
2019-04-29,1254.62,28,1573.6399999999999,807.2699999999999,521.5,1509.14,407.8999999999999,92.69,3457.54,4077.18,194.07999999999998,55.489999999999995,3086.9000000000005,1193.7099999999998
2019-05-06,3270.79,28,1254.62,1573.6399999999999,807.2699999999999,521.5,1509.14,407.8999999999999,92.69,3457.54,4077.18,194.07999999999998,55.489999999999995,3086.9000000000005
2019-05-13,1879.1000000000001,28,3270.79,1254.62,1573.6399999999999,807.2699999999999,521.5,1509.14,407.8999999999999,92.69,3457.54,4077.18,194.07999999999998,55.489999999999995
2019-05-20,3563.29,28,1879.1000000000001,3270.79,1254.62,1573.6399999999999,807.2699999999999,521.5,1509.14,407.8999999999999,92.69,3457.54,4077.18,194.07999999999998
2019-05-27,431.12999999999994,28,3563.29,1879.1000000000001,3270.79,1254.62,1573.6399999999999,807.2699999999999,521.5,1509.14,407.8999999999999,92.69,3457.54,4077.18
2019-06-03,2368.7000000000003,28,431.12999999999994,3563.29,1879.1000000000001,3270.79,1254.62,1573.6399999999999,807.2699999999999,521.5,1509.14,407.8999999999999,92.69,3457.54
2019-06-10,4425.349999999999,28,2368.7000000000003,431.12999999999994,3563.29,1879.1000000000001,3270.79,1254.62,1573.6399999999999,807.2699999999999,521.5,1509.14,407.8999999999999,92.69
2019-06-17,1414.9499999999998,28,4425.349999999999,2368.7000000000003,431.12999999999994,3563.29,1879.1000000000001,3270.79,1254.62,1573.6399999999999,807.2699999999999,521.5,1509.14,407.8999999999999
2019-06-24,243.67000000000002,28,1414.9499999999998,4425.349999999999,2368.7000000000003,431.12999999999994,3563.29,1879.1000000000001,3270.79,1254.62,1573.6399999999999,807.2699999999999,521.5,1509.14
2019-07-01,2615.5499999999997,28,243.67000000000002,1414.9499999999998,4425.349999999999,2368.7000000000003,431.12999999999994,3563.29,1879.1000000000001,3270.79,1254.62,1573.6399999999999,807.2699999999999,521.5
2019-07-08,5731.889999999999,28,2615.5499999999997,243.67000000000002,1414.9499999999998,4425.349999999999,2368.7000000000003,431.12999999999994,3563.29,1879.1000000000001,3270.79,1254.62,1573.6399999999999,807.2699999999999
2019-07-15,529.89,28,5731.889999999999,2615.5499999999997,243.67000000000002,1414.9499999999998,4425.349999999999,2368.7000000000003,431.12999999999994,3563.29,1879.1000000000001,3270.79,1254.62,1573.6399999999999
2019-07-22,2125.67,28,529.89,5731.889999999999,2615.5499999999997,243.67000000000002,1414.9499999999998,4425.349999999999,2368.7000000000003,431.12999999999994,3563.29,1879.1000000000001,3270.79,1254.62
2019-07-29,9053.199999999999,28,2125.67,529.89,5731.889999999999,2615.5499999999997,243.67000000000002,1414.9499999999998,4425.349999999999,2368.7000000000003,431.12999999999994,3563.29,1879.1000000000001,3270.79
2019-08-05,3952.76,28,9053.199999999999,2125.67,529.89,5731.889999999999,2615.5499999999997,243.67000000000002,1414.9499999999998,4425.349999999999,2368.7000000000003,431.12999999999994,3563.29,1879.1000000000001
2019-08-12,789.98,28,3952.76,9053.199999999999,2125.67,529.89,5731.889999999999,2615.5499999999997,243.67000000000002,1414.9499999999998,4425.349999999999,2368.7000000000003,431.12999999999994,3563.29
2019-08-19,167.51000000000002,28,789.98,3952.76,9053.199999999999,2125.67,529.89,5731.889999999999,2615.5499999999997,243.67000000000002,1414.9499999999998,4425.349999999999,2368.7000000000003,431.12999999999994
2019-08-26,1768.65,28,167.51000000000002,789.98,3952.76,9053.199999999999,2125.67,529.89,5731.889999999999,2615.5499999999997,243.67000000000002,1414.9499999999998,4425.349999999999,2368.7000000000003
2019-09-02,217.84000000000003,28,1768.65,167.51000000000002,789.98,3952.76,9053.199999999999,2125.67,529.89,5731.889999999999,2615.5499999999997,243.67000000000002,1414.9499999999998,4425.349999999999
2019-09-09,3429.76,28,217.84000000000003,1768.65,167.51000000000002,789.98,3952.76,9053.199999999999,2125.67,529.89,5731.889999999999,2615.5499999999997,243.67000000000002,1414.9499999999998
2019-09-16,2521.8,28,3429.76,217.84000000000003,1768.65,167.51000000000002,789.98,3952.76,9053.199999999999,2125.67,529.89,5731.889999999999,2615.5499999999997,243.67000000000002
2019-09-23,5554.77,28,2521.8,3429.76,217.84000000000003,1768.65,167.51000000000002,789.98,3952.76,9053.199999999999,2125.67,529.89,5731.889999999999,2615.5499999999997
2019-09-30,87.3,28,5554.77,2521.8,3429.76,217.84000000000003,1768.65,167.51000000000002,789.98,3952.76,9053.199999999999,2125.67,529.89,5731.889999999999
2019-10-07,4071.93,28,87.3,5554.77,2521.8,3429.76,217.84000000000003,1768.65,167.51000000000002,789.98,3952.76,9053.199999999999,2125.67,529.89
2019-10-14,585.09,28,4071.93,87.3,5554.77,2521.8,3429.76,217.84000000000003,1768.65,167.51000000000002,789.98,3952.76,9053.199999999999,2125.67
2019-10-21,180.52999999999997,28,585.09,4071.93,87.3,5554.77,2521.8,3429.76,217.84000000000003,1768.65,167.51000000000002,789.98,3952.76,9053.199999999999
2019-10-28,1738.0100000000002,28,180.52999999999997,585.09,4071.93,87.3,5554.77,2521.8,3429.76,217.84000000000003,1768.65,167.51000000000002,789.98,3952.76
2019-11-04,1747.7,28,1738.0100000000002,180.52999999999997,585.09,4071.93,87.3,5554.77,2521.8,3429.76,217.84000000000003,1768.65,167.51000000000002,789.98
2019-11-11,1988.5900000000001,28,1747.7,1738.0100000000002,180.52999999999997,585.09,4071.93,87.3,5554.77,2521.8,3429.76,217.84000000000003,1768.65,167.51000000000002
2019-11-18,4353.48,28,1988.5900000000001,1747.7,1738.0100000000002,180.52999999999997,585.09,4071.93,87.3,5554.77,2521.8,3429.76,217.84000000000003,1768.65
2019-11-25,2402.6900000000005,28,4353.48,1988.5900000000001,1747.7,1738.0100000000002,180.52999999999997,585.09,4071.93,87.3,5554.77,2521.8,3429.76,217.84000000000003
2019-12-02,463.76,28,2402.6900000000005,4353.48,1988.5900000000001,1747.7,1738.0100000000002,180.52999999999997,585.09,4071.93,87.3,5554.77,2521.8,3429.76
2019-12-09,8833.35,28,463.76,2402.6900000000005,4353.48,1988.5900000000001,1747.7,1738.0100000000002,180.52999999999997,585.09,4071.93,87.3,5554.77,2521.8
2019-12-16,1026.42,28,8833.35,463.76,2402.6900000000005,4353.48,1988.5900000000001,1747.7,1738.0100000000002,180.52999999999997,585.09,4071.93,87.3,5554.77
2019-12-23,2872.2,28,1026.42,8833.35,463.76,2402.6900000000005,4353.48,1988.5900000000001,1747.7,1738.0100000000002,180.52999999999997,585.09,4071.93,87.3
2019-12-30,169.99,28,2872.2,1026.42,8833.35,463.76,2402.6900000000005,4353.48,1988.5900000000001,1747.7,1738.0100000000002,180.52999999999997,585.09,4071.93
2020-01-06,4752.37,28,169.99,2872.2,1026.42,8833.35,463.76,2402.6900000000005,4353.48,1988.5900000000001,1747.7,1738.0100000000002,180.52999999999997,585.09
2020-01-13,796.52,28,4752.37,169.99,2872.2,1026.42,8833.35,463.76,2402.6900000000005,4353.48,1988.5900000000001,1747.7,1738.0100000000002,180.52999999999997
2020-01-20,3816.85,28,796.52,4752.37,169.99,2872.2,1026.42,8833.35,463.76,2402.6900000000005,4353.48,1988.5900000000001,1747.7,1738.0100000000002
2020-01-27,4122.37,28,3816.85,796.52,4752.37,169.99,2872.2,1026.42,8833.35,463.76,2402.6900000000005,4353.48,1988.5900000000001,1747.7
2019-07-15,305.01,29,268.08,643.7,254.17000000000002,0.0,319.34999999999997,371.42,4.9,0.0,0.0,1858.74,0.0,0.0
2019-07-22,0.0,29,305.01,268.08,643.7,254.17000000000002,0.0,319.34999999999997,371.42,4.9,0.0,0.0,1858.74,0.0
2019-07-29,697.3999999999999,29,0.0,305.01,268.08,643.7,254.17000000000002,0.0,319.34999999999997,371.42,4.9,0.0,0.0,1858.74
2019-08-05,1446.8500000000004,29,697.3999999999999,0.0,305.01,268.08,643.7,254.17000000000002,0.0,319.34999999999997,371.42,4.9,0.0,0.0
2019-08-12,142.34,29,1446.8500000000004,697.3999999999999,0.0,305.01,268.08,643.7,254.17000000000002,0.0,319.34999999999997,371.42,4.9,0.0
2019-08-19,101.67,29,142.34,1446.8500000000004,697.3999999999999,0.0,305.01,268.08,643.7,254.17000000000002,0.0,319.34999999999997,371.42,4.9
2019-08-26,216.97,29,101.67,142.34,1446.8500000000004,697.3999999999999,0.0,305.01,268.08,643.7,254.17000000000002,0.0,319.34999999999997,371.42
2019-09-02,1001.34,29,216.97,101.67,142.34,1446.8500000000004,697.3999999999999,0.0,305.01,268.08,643.7,254.17000000000002,0.0,319.34999999999997
2019-09-09,274.87,29,1001.34,216.97,101.67,142.34,1446.8500000000004,697.3999999999999,0.0,305.01,268.08,643.7,254.17000000000002,0.0
2019-09-16,273.78000000000003,29,274.87,1001.34,216.97,101.67,142.34,1446.8500000000004,697.3999999999999,0.0,305.01,268.08,643.7,254.17000000000002
2019-09-23,381.33,29,273.78000000000003,274.87,1001.34,216.97,101.67,142.34,1446.8500000000004,697.3999999999999,0.0,305.01,268.08,643.7
2019-09-30,2217.4600000000005,29,381.33,273.78000000000003,274.87,1001.34,216.97,101.67,142.34,1446.8500000000004,697.3999999999999,0.0,305.01,268.08
2019-10-07,514.0,29,2217.4600000000005,381.33,273.78000000000003,274.87,1001.34,216.97,101.67,142.34,1446.8500000000004,697.3999999999999,0.0,305.01
2019-10-14,0.0,29,514.0,2217.4600000000005,381.33,273.78000000000003,274.87,1001.34,216.97,101.67,142.34,1446.8500000000004,697.3999999999999,0.0
2019-10-21,500.0,29,0.0,514.0,2217.4600000000005,381.33,273.78000000000003,274.87,1001.34,216.97,101.67,142.34,1446.8500000000004,697.3999999999999
2019-10-28,2035.8000000000002,29,500.0,0.0,514.0,2217.4600000000005,381.33,273.78000000000003,274.87,1001.34,216.97,101.67,142.34,1446.8500000000004
2019-11-04,3817.849999999999,29,2035.8000000000002,500.0,0.0,514.0,2217.4600000000005,381.33,273.78000000000003,274.87,1001.34,216.97,101.67,142.34
2019-11-11,141.0,29,3817.849999999999,2035.8000000000002,500.0,0.0,514.0,2217.4600000000005,381.33,273.78000000000003,274.87,1001.34,216.97,101.67
2019-11-18,0.0,29,141.0,3817.849999999999,2035.8000000000002,500.0,0.0,514.0,2217.4600000000005,381.33,273.78000000000003,274.87,1001.34,216.97
2019-11-25,1101.2,29,0.0,141.0,3817.849999999999,2035.8000000000002,500.0,0.0,514.0,2217.4600000000005,381.33,273.78000000000003,274.87,1001.34
2019-12-02,185.79999999999998,29,1101.2,0.0,141.0,3817.849999999999,2035.8000000000002,500.0,0.0,514.0,2217.4600000000005,381.33,273.78000000000003,274.87
2019-12-09,5542.889999999999,29,185.79999999999998,1101.2,0.0,141.0,3817.849999999999,2035.8000000000002,500.0,0.0,514.0,2217.4600000000005,381.33,273.78000000000003
2019-12-16,25.4,29,5542.889999999999,185.79999999999998,1101.2,0.0,141.0,3817.849999999999,2035.8000000000002,500.0,0.0,514.0,2217.4600000000005,381.33
2019-12-23,81.2,29,25.4,5542.889999999999,185.79999999999998,1101.2,0.0,141.0,3817.849999999999,2035.8000000000002,500.0,0.0,514.0,2217.4600000000005
2019-12-30,4.9,29,81.2,25.4,5542.889999999999,185.79999999999998,1101.2,0.0,141.0,3817.849999999999,2035.8000000000002,500.0,0.0,514.0
2020-01-06,1154.17,29,4.9,81.2,25.4,5542.889999999999,185.79999999999998,1101.2,0.0,141.0,3817.849999999999,2035.8000000000002,500.0,0.0
2020-01-13,1326.35,29,1154.17,4.9,81.2,25.4,5542.889999999999,185.79999999999998,1101.2,0.0,141.0,3817.849999999999,2035.8000000000002,500.0
2020-01-20,1886.74,29,1326.35,1154.17,4.9,81.2,25.4,5542.889999999999,185.79999999999998,1101.2,0.0,141.0,3817.849999999999,2035.8000000000002
2020-01-27,109.77,29,1886.74,1326.35,1154.17,4.9,81.2,25.4,5542.889999999999,185.79999999999998,1101.2,0.0,141.0,3817.849999999999
2019-08-05,616.36,30,80.82999999999998,745.1899999999999,854.55,221.41000000000003,388.77,162.07,83.67,0.0,0.0,0.0,0.0,0.0
2019-08-12,45.2,30,616.36,80.82999999999998,745.1899999999999,854.55,221.41000000000003,388.77,162.07,83.67,0.0,0.0,0.0,0.0
2019-08-19,354.25,30,45.2,616.36,80.82999999999998,745.1899999999999,854.55,221.41000000000003,388.77,162.07,83.67,0.0,0.0,0.0
2019-08-26,40.519999999999996,30,354.25,45.2,616.36,80.82999999999998,745.1899999999999,854.55,221.41000000000003,388.77,162.07,83.67,0.0,0.0
2019-09-02,429.36,30,40.519999999999996,354.25,45.2,616.36,80.82999999999998,745.1899999999999,854.55,221.41000000000003,388.77,162.07,83.67,0.0
2019-09-09,404.28,30,429.36,40.519999999999996,354.25,45.2,616.36,80.82999999999998,745.1899999999999,854.55,221.41000000000003,388.77,162.07,83.67
2019-09-16,1290.3,30,404.28,429.36,40.519999999999996,354.25,45.2,616.36,80.82999999999998,745.1899999999999,854.55,221.41000000000003,388.77,162.07
2019-09-23,48.17,30,1290.3,404.28,429.36,40.519999999999996,354.25,45.2,616.36,80.82999999999998,745.1899999999999,854.55,221.41000000000003,388.77
2019-09-30,126.16,30,48.17,1290.3,404.28,429.36,40.519999999999996,354.25,45.2,616.36,80.82999999999998,745.1899999999999,854.55,221.41000000000003
2019-10-07,1161.48,30,126.16,48.17,1290.3,404.28,429.36,40.519999999999996,354.25,45.2,616.36,80.82999999999998,745.1899999999999,854.55
2019-10-14,505.34,30,1161.48,126.16,48.17,1290.3,404.28,429.36,40.519999999999996,354.25,45.2,616.36,80.82999999999998,745.1899999999999
2019-10-21,389.38,30,505.34,1161.48,126.16,48.17,1290.3,404.28,429.36,40.519999999999996,354.25,45.2,616.36,80.82999999999998
2019-10-28,146.36,30,389.38,505.34,1161.48,126.16,48.17,1290.3,404.28,429.36,40.519999999999996,354.25,45.2,616.36
2019-11-04,631.81,30,146.36,389.38,505.34,1161.48,126.16,48.17,1290.3,404.28,429.36,40.519999999999996,354.25,45.2
2019-11-11,41.980000000000004,30,631.81,146.36,389.38,505.34,1161.48,126.16,48.17,1290.3,404.28,429.36,40.519999999999996,354.25
2019-11-18,355.11000000000007,30,41.980000000000004,631.81,146.36,389.38,505.34,1161.48,126.16,48.17,1290.3,404.28,429.36,40.519999999999996
